News,True_Sentiment,Predicted_Sentiment,Confidence
The agreement is valid for four years .,neutral,neutral,0.8701877593994141
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,neutral,0.871824324131012
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,neutral,0.9335486888885498
The business section also includes Ahlstrom 's sustainability report .,neutral,neutral,0.9461435675621033
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,neutral,0.9260163307189941
The company is presently examining whether the project would be financially feasible .,neutral,neutral,0.7555789351463318
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,neutral,0.8268729448318481
The company specialises in temporary electrification and heating at construction sites .,neutral,neutral,0.9354107975959778
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,neutral,0.9544669985771179
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,negative,0.5354902744293213
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,neutral,0.9516781568527222
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,neutral,0.9494690299034119
The first of the two project phases is expected to be completed by the end of 2012 .,neutral,neutral,0.8456912636756897
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,neutral,0.795923113822937
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,neutral,0.9295185208320618
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,neutral,0.9385142922401428
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,neutral,0.9482161998748779
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,neutral,0.8784052729606628
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,neutral,0.9522421956062317
The office space will rise above the remodeled Cannon Street underground station .,neutral,neutral,0.5217890739440918
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,neutral,0.9292889833450317
The project is expected to be completed in 2009 .,neutral,neutral,0.8112102746963501
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,neutral,0.8755928874015808
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,neutral,0.9416252374649048
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,neutral,0.9240401983261108
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,neutral,0.9240401983261108
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,neutral,0.9500997066497803
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,neutral,0.7206112146377563
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,neutral,0.9529664516448975
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,neutral,0.9489396810531616
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,neutral,0.9100266098976135
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,neutral,0.9142554402351379
The transaction is expected to be completed next spring .,neutral,neutral,0.9296577572822571
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,neutral,0.9344542622566223
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,neutral,0.9416916370391846
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,neutral,0.9491190910339355
Uponor maintains its full-year guidance for 2010 .,neutral,neutral,0.9270452260971069
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,neutral,0.8911044597625732
What would you like to see changed on Nokia 's next attempt ?,neutral,neutral,0.9376506209373474
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,neutral,0.5907606482505798
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,neutral,0.6658453345298767
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,neutral,0.7785108089447021
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,neutral,0.9280499219894409
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,neutral,0.7978456020355225
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral,positive,0.4970451891422272
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,neutral,0.9512389302253723
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,neutral,0.8881756663322449
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,neutral,0.8870779871940613
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,neutral,0.8790953159332275
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,neutral,0.8918254971504211
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,neutral,0.9526937007904053
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,neutral,0.9433720111846924
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,neutral,0.9092835187911987
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,neutral,neutral,0.8194622993469238
Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,neutral,0.8449733257293701
Exel wants to serve its industrial customers with individual products .,neutral,neutral,0.8256741762161255
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,neutral,0.8799787759780884
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,neutral,neutral,0.9208956360816956
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,positive,0.6710290908813477
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,neutral,0.9433827996253967
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,neutral,0.9492589235305786
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",neutral,neutral,0.9021997451782227
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,neutral,0.8232207298278809
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,neutral,0.9430651664733887
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,neutral,0.7442057132720947
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,neutral,0.9526550769805908
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,neutral,0.9187427163124084
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,neutral,0.9407774806022644
The fine print is here .,neutral,neutral,0.9037494659423828
M. and a Master of Business Administration MBA .,neutral,neutral,0.8551404476165771
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,neutral,0.9318620562553406
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,neutral,0.8938301801681519
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,neutral,0.8962360620498657
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,neutral,0.9235361218452454
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,neutral,0.9552358388900757
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,neutral,0.9350613951683044
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,neutral,0.9138574004173279
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,neutral,0.9468672871589661
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,neutral,0.9498334527015686
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,neutral,0.9393113255500793
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,neutral,0.9165287017822266
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,neutral,0.7986138463020325
"SCOPI Chief Business Excellence Officer , Eng .",neutral,neutral,0.8815460801124573
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,neutral,0.9269665479660034
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,neutral,0.8839722275733948
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,neutral,0.9454419612884521
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,neutral,0.9504286646842957
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,neutral,0.941737711429596
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,neutral,0.8751091361045837
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,neutral,0.9462851881980896
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,neutral,0.9307952523231506
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,neutral,0.9212715029716492
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,neutral,0.9295250177383423
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,neutral,0.9534942507743835
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,neutral,0.8997787237167358
The corrected chapter is in its entirety below .,neutral,neutral,0.8940590023994446
The deal was worth about EUR 1.2 mn .,neutral,neutral,0.9241992235183716
The event can also be viewed as a live webcast at www.cargotec.com .,neutral,neutral,0.9506449699401855
The investment will be worth approximately EUR 100mn .,neutral,neutral,0.8926799297332764
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,neutral,0.834405243396759
The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,neutral,0.9382357001304626
The order was valued at over EUR15m .,neutral,neutral,0.8901768326759338
The order was valued at USD12 .2 m.,neutral,neutral,0.9239164590835571
The order was worth EUR 8mn .,neutral,neutral,0.9063188433647156
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,neutral,0.9356361627578735
"The record date for dividend distribution is March 14 , 2008 .",neutral,neutral,0.9447108507156372
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral,neutral,0.8228138089179993
The solid fuel is heated before sludge is mixed therein . '',neutral,neutral,0.9454631805419922
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",neutral,neutral,0.7034023404121399
"The total donation amount is EUR 1,115,000 .",neutral,neutral,0.9280292987823486
"The total investment necessary will be EUR40m , the company estimated .",neutral,neutral,0.8816398978233337
The total project duration is three years and it is valued at some EUR11 .5 m.,neutral,neutral,0.9367528557777405
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral,neutral,0.9441259503364563
"They are responsible for their own operations , customer relationships , and the development of these .",neutral,neutral,0.9482066631317139
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,neutral,0.5109173059463501
This organization will assume the responsibility for operations in Russia .,neutral,neutral,0.9446166753768921
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",neutral,neutral,0.8873583078384399
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,neutral,0.8078252673149109
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,neutral,neutral,0.9073019623756409
"To see more of New Haven Register , or to subscribe to the newspaper .",neutral,neutral,0.9397648572921753
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",neutral,neutral,0.9549026489257812
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,neutral,0.9519258737564087
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,neutral,0.9407669305801392
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,neutral,0.9292078614234924
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,negative,0.9763308167457581
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative,negative,0.964765727519989
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative,negative,0.9747927188873291
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative,negative,0.7893966436386108
Sales of mid-strength beer decreased by 40 % .,negative,negative,0.9684639573097229
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive,positive,0.9300391674041748
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive,positive,0.8406134843826294
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive,positive,0.9498918652534485
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive,positive,0.9447519183158875
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",positive,positive,0.947655200958252
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,positive,0.9469502568244934
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,positive,0.9463567137718201
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive,positive,0.9469181895256042
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,positive,0.9285207986831665
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive,positive,0.9413022398948669
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive,positive,0.9551773071289062
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive,positive,0.7834486365318298
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",positive,positive,0.9546849727630615
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive,positive,0.9284524917602539
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,positive,positive,0.9491509795188904
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,positive,positive,0.9464576840400696
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",positive,positive,0.9425140619277954
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive,positive,0.9291833639144897
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,positive,positive,0.9477390646934509
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive,positive,0.9530999064445496
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive,positive,0.9296152591705322
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",positive,positive,0.9413323402404785
The policy was also aimed at making the companies more profitable and competitive .,positive,positive,0.7255439162254333
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,positive,0.9564996361732483
"The company has the poser , who wants to impress people with the latest handset .",neutral,neutral,0.9301953911781311
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,neutral,0.9205144047737122
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral,neutral,0.8743902444839478
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,neutral,0.9478476643562317
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral,positive,0.8227229118347168
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",neutral,neutral,0.9185534715652466
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,neutral,neutral,0.9510487914085388
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral,neutral,0.938141942024231
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",neutral,neutral,0.9397612810134888
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",neutral,neutral,0.8745329976081848
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",neutral,neutral,0.9366477727890015
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",neutral,neutral,0.7534862756729126
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral,neutral,0.7676364183425903
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,neutral,0.9199008345603943
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral,neutral,0.9400695562362671
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",neutral,neutral,0.82663494348526
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral,neutral,0.9473196268081665
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",neutral,neutral,0.903247058391571
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral,neutral,0.9265879392623901
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral,neutral,0.9526886940002441
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral,neutral,0.8352958559989929
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,negative,0.9754182696342468
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",negative,negative,0.973159909248352
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive,positive,0.9516531229019165
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",positive,positive,0.9526933431625366
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,positive,positive,0.9320018887519836
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive,positive,0.8789883852005005
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive,positive,0.9427525997161865
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive,positive,0.945440411567688
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",positive,positive,0.8412096500396729
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,neutral,0.8721078038215637
The agreement must be approved by the Russian competition authorities before it enters into force .,neutral,neutral,0.8313321471214294
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,neutral,neutral,0.9515122175216675
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,neutral,0.9260623455047607
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,neutral,neutral,0.946031928062439
- Counter your competitor 's strengths and target their weaknesses .,neutral,neutral,0.8907817006111145
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral,neutral,0.8906675577163696
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",neutral,neutral,0.8677778244018555
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral,neutral,0.8138573169708252
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",positive,positive,0.9546211361885071
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",positive,positive,0.9576560258865356
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",negative,negative,0.976326584815979
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive,positive,0.9584667086601257
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",positive,positive,0.9177647233009338
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive,negative,0.6988260746002197
Both the net sales and operating profit were record high in the company 's history .,positive,positive,0.9418883323669434
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",positive,positive,0.9574507474899292
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",positive,positive,0.6864585876464844
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,positive,0.9486953616142273
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive,positive,0.9497298002243042
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,positive,0.8530507683753967
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,positive,0.9533491730690002
Net sales revenue per passenger is expected to increase .,positive,positive,0.9534491896629333
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,negative,0.9106683731079102
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,positive,0.939152717590332
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive,positive,0.9536904692649841
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,positive,0.6437612175941467
Viking Line manages well with its current ferries .,positive,positive,0.9432083964347839
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,positive,0.9478195905685425
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,positive,positive,0.8038007616996765
